Name,Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
FAD/NAD(P)-binding domain,NZ_JACHNQ010000004,FHR57_RS19655,WP_126966191.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNQ010000004,FHR57_RS19710,WP_126966197.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNQ010000004,FHR57_RS19710,WP_126966197.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNR010000004,FHR58_RS19740,WP_184434900.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNR010000004,FHR58_RS19740,WP_184434900.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNR010000004,FHR58_RS19795,WP_184434911.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNR010000004,FHR58_RS19795,WP_184434911.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNS010000005,FHR60_RS14510,WP_184441391.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNS010000005,FHR60_RS14510,WP_184441391.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNS010000005,FHR60_RS14560,WP_184441556.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNS010000005,FHR60_RS14560,WP_184441556.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNT010000008,FHR62_RS19265,WP_184616053.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNT010000008,FHR62_RS19265,WP_184616053.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHNT010000008,FHR62_RS19320,WP_184616061.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHNT010000008,FHR62_RS19320,WP_184616061.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOE010000005,GGR59_RS18010,WP_184627920.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOE010000005,GGR59_RS18010,WP_184627920.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOE010000005,GGR59_RS18070,WP_046345040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOE010000005,GGR59_RS18070,WP_046345040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOF010000003,GGR61_RS06315,WP_184620826.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOF010000003,GGR61_RS06315,WP_184620826.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOF010000003,GGR61_RS06380,WP_184620831.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOF010000003,GGR61_RS06380,WP_184620831.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOG010000002,GGR64_RS08455,WP_160970515.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOG010000002,GGR64_RS08455,WP_160970515.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOG010000002,GGR64_RS08515,WP_184645114.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOG010000002,GGR64_RS08515,WP_184645114.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOI010000005,GGR67_RS19575,WP_184650821.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOI010000005,GGR67_RS19575,WP_184650821.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHOI010000005,GGR67_RS19635,WP_119129851.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHOI010000005,GGR67_RS19635,WP_119129851.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHVU010000005,FHR72_RS14370,WP_183469065.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHVU010000005,FHR72_RS14370,WP_183469065.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACHWZ010000004,FHS09_RS05420,WP_183457528.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACHWZ010000004,FHS09_RS05420,WP_183457528.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHWZ010000004,FHS09_RS05420,WP_183457528.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACHWZ010000004,FHS09_RS05420,WP_183457528.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACHWZ010000004,FHS09_RS05420,WP_183457528.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACHWZ010000004,FHS09_RS05420,WP_183457528.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHXE010000005,FHS41_RS25685,FHS41_RS25685,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHXE010000005,FHS41_RS25685,FHS41_RS25685,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACHYC010000015,FHW64_RS33715,WP_184533782.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHYC010000015,FHW64_RS33715,WP_184533782.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHYJ010000001,FHW73_RS00865,WP_183424827.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHYJ010000001,FHW73_RS00865,WP_183424827.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHYJ010000001,FHW73_RS00925,WP_183424835.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHYJ010000001,FHW73_RS00925,WP_183424835.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACHYK010000007,FHW75_RS18435,WP_019099566.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACHYK010000007,FHW75_RS18435,WP_019099566.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIBD010000001,FHT43_RS00735,WP_133693408.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACIBD010000001,FHT43_RS00735,WP_133693408.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIBD010000001,FHT43_RS00735,WP_133693408.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACIBD010000001,FHT43_RS00735,WP_133693408.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIBJ010000001,FHT44_RS03630,WP_133693408.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
,NZ_JACIBJ010000001,FHT44_RS03630,WP_133693408.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIBJ010000001,FHT44_RS03630,WP_133693408.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACIBJ010000001,FHT44_RS03630,WP_133693408.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICG010000004,FHY22_RS19720,WP_184381466.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICG010000004,FHY22_RS19720,WP_184381466.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICG010000004,FHY22_RS19785,WP_184381473.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICG010000004,FHY22_RS19785,WP_184381473.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICH010000005,FHY13_RS16730,WP_184363099.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICH010000005,FHY13_RS16730,WP_184363099.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICH010000005,FHY13_RS16790,WP_184363245.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICH010000005,FHY13_RS16790,WP_184363245.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICI010000005,FHY16_RS14505,WP_126942948.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICI010000005,FHY16_RS14505,WP_126942948.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICI010000005,FHY16_RS14555,WP_184356441.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICI010000005,FHY16_RS14555,WP_184356441.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICJ010000005,FHY17_RS17660,WP_184551827.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICJ010000005,FHY17_RS17660,WP_184551827.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICJ010000005,FHY17_RS17715,WP_104608784.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICJ010000005,FHY17_RS17715,WP_104608784.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICK010000007,FHR47_RS16710,WP_166750787.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICK010000007,FHR47_RS16710,WP_166750787.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICK010000007,FHR47_RS16760,WP_184371927.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICK010000007,FHR47_RS16760,WP_184371927.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICM010000008,FHR51_RS16220,WP_166750787.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICM010000008,FHR51_RS16220,WP_166750787.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACICM010000008,FHR51_RS16270,WP_166744950.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACICM010000008,FHR51_RS16270,WP_166744950.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIFI010000002,GGR62_RS02885,WP_184406478.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIFI010000002,GGR62_RS02885,WP_184406478.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIFI010000002,GGR62_RS02950,WP_184406486.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIFI010000002,GGR62_RS02950,WP_184406486.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIIP010000005,FHR64_RS18670,WP_184381466.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIIP010000005,FHR64_RS18670,WP_184381466.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIIP010000005,FHR64_RS18730,WP_184611767.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIIP010000005,FHR64_RS18730,WP_184611767.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIIQ010000010,FHR65_RS13270,WP_184381473.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIIQ010000010,FHR65_RS13270,WP_184381473.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIIQ010000010,FHR65_RS13325,WP_184577893.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIIQ010000010,FHR65_RS13325,WP_184577893.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIIT010000005,FHT05_RS18715,WP_184231465.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIIT010000005,FHT05_RS18715,WP_184231465.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIIT010000005,FHT05_RS18775,WP_184231469.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIIT010000005,FHT05_RS18775,WP_184231469.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIJN010000007,FHS97_RS11470,WP_184037537.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIJN010000007,FHS97_RS11470,WP_184037537.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIJV010000004,FHR59_RS19295,WP_184519949.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIJV010000004,FHR59_RS19295,WP_184519949.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIJV010000004,FHR59_RS19355,WP_184434900.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIJV010000004,FHR59_RS19355,WP_184434900.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACIUW010000003,H4O10_RS04940,WP_032967071.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACIUW010000003,H4O10_RS04940,WP_032967071.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACJFN010000001,H3H45_RS02790,WP_182832222.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACJFN010000001,H3H45_RS02790,WP_182832222.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACJGP010000011,H8M10_RS13715,WP_012481596.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACJGP010000011,H8M10_RS13715,WP_012481596.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACKUO010000040,H7J91_RS26840,WP_083117781.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACKUO010000040,H7J91_RS26840,WP_083117781.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACKXE010000001,H5V45_RS13475,WP_185254643.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACKXE010000001,H5V45_RS13475,WP_185254643.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACKXE010000001,H5V45_RS13475,WP_185254643.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACLBH010000005,ID824_RS16935,WP_065177843.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACLBH010000005,ID824_RS16935,WP_065177843.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACLBK010000001,ID844_RS03780,WP_021203494.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACLBK010000001,ID844_RS03780,WP_021203494.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACLCW010000011,H6W55_RS18495,WP_185248741.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACLCW010000011,H6W55_RS18495,WP_185248741.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACRQU010000001,CXM20_RS15190,WP_023330843.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACRQU010000001,CXM20_RS15190,WP_023330843.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACSUE010000002,IAG25_RS07515,WP_187604286.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACSUE010000002,IAG25_RS07515,WP_187604286.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACTAH010000002,IAI53_RS14785,WP_187718933.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACTAH010000002,IAI53_RS14785,WP_187718933.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_JACWAA010000004,ICA23_RS23190,WP_225619683.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_JACWAA010000004,ICA23_RS23190,WP_225619683.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_JACWAA010000004,ICA23_RS23190,WP_225619683.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
